topic_id,uuid,target_event,option_A,option_B,option_C,option_D,golden_answer,split,tsne_x,tsne_y
23,fbb922e0-e722-4ab1-be08-c424a647bd4c,South Korea banned seafood imports from the Fukushima area.,The Chinese government criticized Japan’s plan to release wastewater.,A huge earthquake and tsunami in 2011 caused a meltdown at the Fukushima plant.,Japan announced its plan to release treated Fukushima wastewater into the sea.,"Fishermen, including Haruo Ono, sued the Japanese government to stop the water release.",C,dev,57.650658,-98.51273
13,3e14bb97-19fc-4525-ac07-6bdddb6d08fe,The company intends to begin trading under the stock ticker MVRS on December 1.,More than a dozen news outlets published stories based on the leaked Facebook documents.,Facebook announced a $50 million fund for responsible metaverse research in September.,"CEO Mark Zuckerberg introduced Meta, a new company brand unifying apps and technologies at Connect 2021.",Mark Zuckerberg announced a smart-glasses partnership with Ray-Ban.,C,dev,78.20083,-26.80954
12,8340f786-e730-4913-b61c-f6b54e476fe4,Huawei released a TV running HarmonyOS.,Huawei unveiled its Harmony operating system.,Huawei unveiled its Harmony operating system.,Huawei denied the U.S. government's accusations and pursued legal means.,Huawei announced HarmonyOS will be open source.,"A,B",dev,122.04017,19.136484
35,92ecd725-969f-4fdd-a548-859b12ab7d23,The chairmen of Credit Suisse and UBS announced a union on March 19th in Bern.,"Credit Suisse experienced major financial losses and scandals, including top executives resigning in 2020 due to a spying scandal, a court finding of failed money laundering prevention, and a loss of over 7 billion Swiss francs in 2022.",Credit Suisse's board rebuffed the proposal from UBS.,The Swiss government ordered Credit Suisse to temporarily suspend bonus payments to staff.,Saudi National Bank stated it would not increase funding to Credit Suisse.,A,dev,101.22747,-66.132545
13,5dded1e1-1309-499e-9cdc-a6a3a8e0a9e8,Facebook changed its corporate name to Meta on October 28 at the company's annual Connect event.,"CEO Mark Zuckerberg introduced Meta, a new company brand unifying apps and technologies at Connect 2021.",Facebook announced Andrew Bosworth's promotion to chief technology officer.,Facebook plans to change its company name to reflect its focus on the metaverse.,Mark Zuckerberg announced Facebook was betting on the metaverse in July.,"A,C,D",dev,57.137688,89.76373
8,af60f1dc-d523-4f48-8464-f6a39a15f887,Myanmar's military-dominated government issued a plea for outside help.,The earthquake caused significant damage and displacement across Myanmar.,"A high-rise under construction collapsed in Bangkok, Thailand, causing casualties.",Myanmar's ruling junta chief reported at least 144 people killed and over 732 injured.,The earthquake caused significant damage and displacement across Myanmar.,"A,C,D",dev,-78.65016,-43.466087
23,3a8c1341-241c-49c0-a073-cd570e1e3341,The Chinese government criticized Japan’s plan to release wastewater.,The International Atomic Energy Agency (IAEA) issued a report in July 2023 confirming Fukushima’s release will have a negligible radiological effect.,Japan's cabinet approved a treated-water plan in 2021.,Japan announced its plan to release treated Fukushima wastewater into the sea.,TEPCO has used water to cool the nuclear fuel rods at Fukushima since 2011.,"B,C",dev,47.27871,-86.782524
36,83eaa494-00ea-4c2b-ac03-ed47ae58c45a,US Treasury Secretary Janet Yellen called financial regulators together to discuss the situation.,Many tech firms withdrew deposits from SVB following advice from venture capital firms.,California regulators closed SVB and placed it under the control of the US Federal Deposit Insurance Corporation (FDIC).,Silicon Valley Bank's stock cratered.,The Federal Reserve raised interest rates over the past year.,"B,C",dev,111.52029,-35.332844
30,f3a95cd1-1cfa-4334-a607-82bf5e8378a4,"Three former Minneapolis police officers were criminally charged with aiding and abetting second-degree murder in connection with Floyd's death, and Chauvin's charge was upgraded to second-degree murder.","George Floyd died on May 25, 2020, in Minneapolis under the knee of a White police officer.",Video of George Floyd’s last moments circulated in May.,"Officials in Hennepin County ruled Floyd’s death a homicide on June 1, 2020.","Derek Chauvin keeps his knee on George Floyd's neck for over eight minutes, including after Floyd becomes unconscious, until EMTs intervene.","A,C,D",dev,-58.4566,4.0026493
19,08816019-f7e4-4fd1-8b49-3a9242dd7fd4,President Joe Biden approved a major disaster declaration for Texas.,"Regional power generators spontaneously shut down, including three coal plants and a gas plant in Corpus Christi.","On February 11, a 130+ vehicle crash on I-35 in Fort Worth resulted in 6 deaths and over 65 hospitalizations.","A major winter storm hit a large part of the United States on Monday, bringing heavy snow and cold temperatures.","ERCOT officials acknowledged ""pretty frigid temperatures"" were headed to Texas during a board meeting.",C,dev,7.823244,-19.523342
27,d3799066-45ce-4f65-b0eb-00e021218a4b,Liz Truss announced her resignation as Prime Minister on October 20.,Kwasi Kwarteng announced a mini-budget on September 23.,Queen Elizabeth II died on September 8.,Home Secretary Suella Braverman resigned after breaching rules.,Home Secretary Suella Braverman resigned after breaching rules.,"A,C,D",dev,-3.8293426,72.50236
21,b2cd9441-7c91-4711-a4f7-375493296029,Doctors at several hospitals pledged to go on strike to protest the coup.,Vice President Myint Swe was installed as acting President.,Myanmar’s military government removed 24 ministers and deputies and appointed 11 replacements.,"In November 2020, the NLD won a resounding parliamentary election victory, awarding Aung San Suu Kyi a second term.",China’s foreign minister Wang Yi visited Myanmar less than three weeks before the military coup.,B,dev,-11.679466,-19.831379
30,d1c6365d-e35c-4c5a-80f5-f599a35d41b0,"Widespread protests erupted across the nation, including at Lafayette Square in Washington, D.C.","Officials in Hennepin County ruled Floyd’s death a homicide on June 1, 2020.",Derek Chauvin was arrested and charged with murder and manslaughter.,Video of George Floyd’s last moments circulated in May.,"Derek Chauvin keeps his knee on George Floyd's neck for over eight minutes, including after Floyd becomes unconscious, until EMTs intervene.","C,D",dev,-22.678667,-6.91176
28,3f4a2250-83c7-41e6-98a5-d9746dc6e5ad,Wagner forces advanced towards Moscow with a column of armored vehicles.,Yevgeny Prigozhin recruited Deputy Defense Minister Mikhail Mizintsev in April.,Wagner forces seized control of the military headquarters in Rostov-on-Don.,Prigozhin declared an armed rebellion.,Prigozhin accused Defense Minister Sergei Shoigu of withholding ammunition and weapons from Wagner fighters in Ukraine.,"B,C",dev,-109.91345,13.038002
31,cdbdd927-7fd8-41df-aabb-6ff0517bc009,Time Magazine named 'the Silence Breakers' Person of the Year in December 2017.,"The first rape crisis center was founded in Washington, D.C., in 1972.",Harvey Weinstein appeared in a bathrobe and asked Ashley Judd for sexual favors.,Harvey Weinstein invited Ashley Judd to a hotel and had her sent to his room.,"Women used social media to share sexual harassment experiences in October 2017, leading to the #MeToo movement going viral.",D,dev,21.08994,69.149994
23,7271a8e5-1d43-436c-a828-7b394dd0bc05,Prime Minister Fumio Kishida announced Japan would begin discharging treated radioactive water from the Fukushima Daiichi plant into the sea as early as Thursday.,"Fishermen, including Haruo Ono, sued the Japanese government to stop the water release.",South Korea banned seafood imports from the Fukushima area.,Japan's cabinet approved a treated-water plan in 2021.,The Chinese government criticized Japan’s plan to release wastewater.,C,dev,37.66924,-95.16816
24,a2a51ff8-78a4-4d84-a67c-b3d21cc70e9c,Local governments established public mourning sites.,Seoul Mayor Oh Se-Hoon cut short a trip to Europe to return home.,At least 153 people were killed and dozens injured.,President Yoon Suk-yeol declared a period of national mourning and designated Itaewon a disaster zone.,Kim and her friend crawled out of the crush and were pulled into a tavern by adults.,"B,C",dev,-108.90683,-10.730678
36,49352738-4957-4477-ad25-bb1152768916,Signature Bank failed after a bank run.,Silvergate announced it would wind down operations and liquidate.,Silicon Valley Bank clients withdrew funds in recent months.,None of the others are correct causes.,Many tech firms withdrew deposits from SVB following advice from venture capital firms.,C,dev,101.190346,-29.311289
7,c225793e-fa10-4dee-81f2-88dbc93a90c7,Yoon's senior aides and defense minister offered to resign.,Tens of thousands of protesters gathered outside the National Assembly in Seoul.,Baek Jae Gil performed his protest anthem for thousands outside the National Assembly in Seoul.,Opposition legislators filed an impeachment motion against President Yoon on Wednesday.,Lawmakers at the National Assembly unanimously annulled martial law.,"A,D",dev,-19.051687,56.613327
3,f500722d-e3ee-445a-bfaa-9431c49b4e04,"The House and Senate recessed, and the Capitol was locked down.",Supporters stormed the U.S. Capitol.,Supporters stormed the U.S. Capitol.,"Trump supporters protested in Washington, D.C.",Pipe bombs were reported at the Republican National Committee building and the Democratic National Committee headquarters.,"A,B,C",dev,-20.35924,7.7551126
4,71b43c6d-bdf6-4cbc-a235-4a83ac1db6a1,"Security arrested the suspected gunman, Tetsuya Yamagami.",Yoshihide Suga succeeded Shinzo Abe in September 2020.,Shinzo Abe returned to office in 2012 and later became the longest-serving prime minister.,Benjamin Netanyahu visited Tokyo in 2014.,Former Japanese Prime Minister Shinzo Abe was assassinated at a campaign rally.,D,dev,-70.432014,24.861784
16,2790dd2e-c9f5-4755-a8df-54d63d2096dc,"Nvidia's market cap briefly reached $1 trillion on Tuesday, following its report of better-than-expected Q1 revenues and a prediction of Q2 revenues 50% above analyst expectations.",Jensen Huang took Nvidia public on Nasdaq in 1999.,"Nvidia released its first-quarter earnings report, estimating $11 billion in second-quarter sales and reporting $1.09 earnings per share.","The tech industry increased its focus on A.I., causing a shortage of chips.","Jensen Huang, Chris Malachowsky, and Curtis Priem founded Nvidia in 1993.",B,dev,75.82054,-7.121173
15,96886b87-d214-49e5-91cd-0ba4256039fe,Goldman Sachs estimated that AI systems like ChatGPT could automate up to 300 million jobs worldwide.,"OpenAI released ChatGPT Plus on February 1, 2023, and later introduced GPT-4 Turbo with Vision and GPT-4o to the public.",Stack Overflow banned ChatGPT-generated answers due to their misleading incorrectness.,None of the others are correct causes.,"OpenAI launched the DALL-E 2 beta on July 20, 2022.",C,dev,76.09654,33.63028
10,0e21657d-968c-46a8-9108-afc406f8a7e7,Ontario placed a 25% tax on electricity exports to the U.S.,"William McKinley died on Sept. 14, 1901.","William McKinley was shot by anarchist Leon Czolgosz on Sept. 6, 1901.",Trump previously applied a 25% tariff on many exports from Canada and Mexico.,The 16th Amendment was ratified in 1913.,C,dev,20.673143,-57.990257
